Text,Topics
" (2)On receiving such an application, a council may with the consent of the Secretary of State make an order either in the terms of the application or with such modifications as may be approved by the Secretary of State.","['0.100*""state"" + 0.100*""secretary"" + 0.100*""may"" + 0.100*""application"" + 0.067*""receiving""']"
 (3)Subsection (1) does not apply in the City of London or the metropolitan police district.,"['0.143*""london"" + 0.143*""metropolitan"" + 0.143*""police"" + 0.143*""apply"" + 0.143*""city""']"
" (4)If at any time the Commissioner of Police for the City of London or the Commissioner of Police of the Metropolis reasonably believes that, because of particular circumstances existing in his police area or part of it, the powers under section 12 will not be sufficient to prevent the holding of public processions in that area or part from resulting in serious public disorder, he may with the consent of the Secretary of State make an order prohibiting for such period not exceeding 3 months as may be specified in the order the holding of all public processions (or of any class of public procession so specified) in the area or part concerned.","['0.056*""public"" + 0.045*""part"" + 0.045*""area"" + 0.045*""police"" + 0.034*""may""']"
" (5)An order made under this section may be revoked or varied by a subsequent order made in the same way, that is, in accordance with subsections (1) and (2) or subsection (4), as the case may be.","['0.111*""may"" + 0.111*""order"" + 0.111*""made"" + 0.074*""subsection"" + 0.074*""revoked""']"
" (6)Any order under this section shall, if not made in writing, be recorded in writing as soon as practicable after being made.","['0.167*""writing"" + 0.167*""made"" + 0.111*""section"" + 0.111*""recorded"" + 0.111*""shall""']"
 (7)A person who organises a public procession the holding of which he knows is prohibited by virtue of an order under this section is guilty of an offence.,"['0.083*""section"" + 0.083*""holding"" + 0.083*""offence"" + 0.083*""procession"" + 0.083*""public""']"
 (8)A person who takes part in a public procession the holding of which he knows is prohibited by virtue of an order under this section is guilty of an offence.,"['0.077*""takes"" + 0.077*""public"" + 0.077*""guilty"" + 0.077*""order"" + 0.077*""procession""']"
 (9)A person who incites another to commit an offence under subsection (8) is guilty of an offence.,"['0.200*""offence"" + 0.133*""person"" + 0.133*""subsection"" + 0.133*""another"" + 0.133*""guilty""']"
 (10)F22. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
 (11)A person guilty of an offence under subsection (7) is liable on summary conviction to imprisonment for a term not exceeding 3 months or a fine not exceeding level 4 on the standard scale or both.,"['0.097*""exceeding"" + 0.065*""term"" + 0.065*""subsection"" + 0.065*""imprisonment"" + 0.065*""summary""']"
 (12)A person guilty of an offence under subsection (8) is liable on summary conviction to a fine not exceeding level 3 on the standard scale.,"['0.083*""liable"" + 0.083*""scale"" + 0.083*""summary"" + 0.083*""conviction"" + 0.083*""guilty""']"
 (13)A person guilty of an offence under subsection (9) is liable on summary conviction to imprisonment for a term not exceeding 3 months or a fine not exceeding level 4 on the standard scale or both F23. . . .,"['0.097*""exceeding"" + 0.065*""offence"" + 0.065*""subsection"" + 0.065*""fine"" + 0.065*""level""']"
" Textual AmendmentsF22S. 13(10) repealed (1.1.2006) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 111, 174(2), 178(8), Sch. 7 para. 26(7), Sch 17 Pt. 2; S.I. 2005/3495, art. 2(m)(u)(xxvi)F23Words in s. 13(13) omitted (1.10.2008) by Serious Crime Act 2007 (c. 27), ss. 63(1)(2), 94(1), Sch. 6 para. 58(3)(b) (with Sch. 13 para. 5); S.I. 2008/2504, art. 2(a)14 Imposing conditions on public assemblies.E+W+S(1)[F24Subsection (1A) applies if] the senior police officer, having regard to the time or place at which and the circumstances in which any public assembly is being held or is intended to be held, reasonably believes that—","['0.067*""sch"" + 0.053*""para"" + 0.040*""crime"" + 0.040*""serious"" + 0.040*""police""']"
" [F25(aa)in the case of an assembly in England and Wales, the noise generated by persons taking part in the assembly may result in serious disruption to the activities of an organisation which are carried on in the vicinity of the assembly,","['0.105*""assembly"" + 0.053*""persons"" + 0.053*""taking"" + 0.053*""serious"" + 0.053*""england""']"
 (ab)in the case of an assembly in England and Wales—,"['0.250*""assembly"" + 0.250*""case"" + 0.250*""ab"" + 0.250*""england""']"
" (ii)that impact may be significant, or]","['0.250*""impact"" + 0.250*""ii"" + 0.250*""may"" + 0.250*""significant""']"
 F26...,[]
 [F27(1A)The senior police officer may give directions imposing on the persons organising or taking part in the assembly—,"['0.091*""organising"" + 0.091*""taking"" + 0.091*""imposing"" + 0.091*""part"" + 0.091*""persons""']"
 (2)In [F28this section] “the senior police officer” means—,"['0.250*""officer"" + 0.250*""police"" + 0.250*""section"" + 0.250*""senior""']"
 [F29(2A)For the purposes of subsection (1)(a) [F30—,"['0.500*""purposes"" + 0.500*""subsection""']"
" (ii)the prevention of, or a delay that is more than minor to, the delivery of a time-sensitive product to consumers of that product, or","['0.200*""product"" + 0.133*""prevention"" + 0.133*""consumers"" + 0.133*""delay"" + 0.133*""ii""']"
" (iii)the prevention of, or a disruption that is more than minor to, access to any essential goods or any essential service,","['0.176*""essential"" + 0.118*""minor"" + 0.118*""prevention"" + 0.118*""goods"" + 0.118*""iii""']"
" (ii)may take into account any relevant cumulative disruption, and","['0.143*""may"" + 0.143*""relevant"" + 0.143*""account"" + 0.143*""cumulative"" + 0.143*""ii""']"
 (2B)In [F31subsection (2A) and this subsection—,[]
" “access to any essential goods or any essential service” includes, in particular, access to—","['0.214*""essential"" + 0.214*""access"" + 0.143*""particular"" + 0.143*""service"" + 0.143*""includes""']"
" “area”, in relation to a public assembly or public procession, means such area as the senior police officer considers appropriate, having regard to the nature and extent of the disruption that may result from the assembly or procession;","['0.079*""public"" + 0.079*""procession"" + 0.079*""area"" + 0.079*""assembly"" + 0.053*""considers""']"
" “relevant cumulative disruption”, in relation to a public assembly in England and Wales, means the cumulative disruption to the life of the community resulting from—","['0.115*""disruption"" + 0.115*""cumulative"" + 0.077*""wales"" + 0.077*""assembly"" + 0.077*""life""']"
" and it does not matter whether or not the assembly mentioned in paragraph (a) and any assembly or procession within paragraph (b) or (c) are organised by the same person, are attended by any of the same persons or are held or are intended to be held at the same time;","['0.086*""held"" + 0.086*""paragraph"" + 0.086*""assembly"" + 0.057*""persons"" + 0.057*""mentioned""']"
" “relevant disruption”, in relation to a public assembly in England and Wales, means all disruption to the life of the community—","['0.158*""disruption"" + 0.105*""relevant"" + 0.105*""relation"" + 0.105*""wales"" + 0.105*""england""']"
 “time-sensitive product” means a product whose value or use to its consumers may be significantly reduced by a delay in the supply of the product to them.,"['0.167*""product"" + 0.083*""reduced"" + 0.083*""value"" + 0.083*""supply"" + 0.083*""use""']"
" (2C)For the purposes of subsection (1)(aa), the cases in which the noise generated by persons taking part in a public assembly may result in serious disruption to the activities of an organisation which are carried on in the vicinity of the assembly include, in particular, where it may result in persons connected with the organisation not being reasonably able, for a prolonged period of time, to carry on in that vicinity the activities or any one of them.","['0.046*""assembly"" + 0.046*""organisation"" + 0.046*""vicinity"" + 0.046*""may"" + 0.046*""persons""']"
" (2D)For the purposes of subsection (1)(ab)(i), the noise generated by persons taking part in an assembly may have a relevant impact on persons in the vicinity of the assembly if—","['0.107*""assembly"" + 0.107*""persons"" + 0.071*""impact"" + 0.071*""purposes"" + 0.071*""part""']"
" (2E)In considering for the purposes of subsection (1)(ab)(ii) whether the noise generated by persons taking part in an assembly may have a significant impact on persons in the vicinity of the assembly, the senior police officer must have regard to—","['0.068*""assembly"" + 0.068*""persons"" + 0.045*""must"" + 0.045*""senior"" + 0.045*""whether""']"
 (3)A direction given by a chief officer of police by virtue of subsection (2)(b) shall be given in writing.,"['0.143*""given"" + 0.095*""police"" + 0.095*""virtue"" + 0.095*""shall"" + 0.095*""b""']"
" (4)[F32Subject to subsection (5A), a person] who organises a public assembly and F33... fails to comply with a condition imposed under this section is guilty of an offence, but it is a defence for him to prove that the failure arose from circumstances beyond his control.","['0.053*""imposed"" + 0.053*""organises"" + 0.053*""section"" + 0.053*""fails"" + 0.053*""beyond""']"
" (5)[F34Subject to subsection (5A), a person] who takes part in a public assembly and F35... fails to comply with a condition imposed under this section is guilty of an offence, but it is a defence for him to prove that the failure arose from circumstances beyond his control.","['0.050*""imposed"" + 0.050*""defence"" + 0.050*""condition"" + 0.050*""public"" + 0.050*""fails""']"
 [F36(5A)A person is guilty of an offence under subsection (4) or (5) only if—,"['0.250*""person"" + 0.250*""guilty"" + 0.250*""subsection"" + 0.250*""offence""']"
 (6)A person who incites another to commit an offence under subsection (5) is guilty of an offence.,"['0.200*""offence"" + 0.133*""incites"" + 0.133*""subsection"" + 0.133*""guilty"" + 0.133*""commit""']"
 (7)F37. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
 [F38(8)A person guilty of an offence under subsection (4) is liable on summary conviction—,"['0.167*""summary"" + 0.167*""person"" + 0.167*""subsection"" + 0.167*""guilty"" + 0.167*""liable""']"
 [F38(9)A person guilty of an offence under subsection (5) is liable on summary conviction—,"['0.167*""person"" + 0.167*""guilty"" + 0.167*""liable"" + 0.167*""offence"" + 0.167*""subsection""']"
 [F38(10)A person guilty of an offence under subsection (6) is liable on summary conviction—,"['0.167*""liable"" + 0.167*""offence"" + 0.167*""summary"" + 0.167*""subsection"" + 0.167*""person""']"
" [F38(10A)In relation to an offence committed before the coming into force of section 281(5) of the Criminal Justice Act 2003 (alteration of penalties for certain summary offences: England and Wales), the references in subsections (8)(a) and to (10)(a) to 51 weeks are to be read as references to 6 months.]","['0.070*""references"" + 0.047*""offence"" + 0.047*""relation"" + 0.047*""wales"" + 0.047*""alteration""']"
 [F39(11)The Secretary of State may by regulations amend any of subsections (2A) to (2C) for the purposes of making provision about the meaning for the purposes of this section of—,"['0.130*""purposes"" + 0.087*""section"" + 0.087*""amend"" + 0.087*""state"" + 0.087*""making""']"
" (12)Regulations under subsection (11) may, in particular, amend any of those subsections for the purposes of—","['0.143*""may"" + 0.143*""purposes"" + 0.143*""subsection"" + 0.143*""amend"" + 0.143*""regulations""']"
 (ii)serious disruption to the life of the community.,"['0.200*""life"" + 0.200*""ii"" + 0.200*""serious"" + 0.200*""disruption"" + 0.200*""community""']"
 (13)Regulations under subsection (11)—,"['0.500*""regulations"" + 0.500*""subsection""']"
 (14)A statutory instrument containing regulations under subsection (11) may not be made unless a draft of the instrument has been laid before and approved by a resolution of each House of Parliament.],"['0.103*""instrument"" + 0.069*""laid"" + 0.069*""house"" + 0.069*""statutory"" + 0.069*""unless""']"
" Textual AmendmentsF24Words in s. 14(1) substituted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(2)(a), 208(1); S.I. 2022/520, reg. 5(i)F25S. 14(1)(aa)(ab) substituted (28.6.2022) for word by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(2)(b), 208(1); S.I. 2022/520, reg. 5(i)F26Words in s. 14(1) omitted (28.6.2022) by virtue of Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(2)(c), 208(1); S.I. 2022/520, reg. 5(i)F27S. 14(1A) inserted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(3), 208(1); S.I. 2022/520, reg. 5(i)F28Words in s. 14(2) substituted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(4), 208(1); S.I. 2022/520, reg. 5(i)F29S. 14(2A)-(2E) inserted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(5), 208(1); S.I. 2022/520, reg. 5(i)F30Words in s. 14(2A) substituted (15.6.2023) by The Public Order Act 1986 (Serious Disruption to the Life of the Community) Regulations 2023 (S.I. 2023/655), regs. 1(2), 3(2)F31Words in s. 14(2B) substituted (15.6.2023) by The Public Order Act 1986 (Serious Disruption to the Life of the Community) Regulations 2023 (S.I. 2023/655), regs. 1(2), 3(3)F32Words in s. 14(4) substituted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(8)(a), 208(1); S.I. 2022/520, reg. 5(i)F33Word in s. 14(4) omitted (28.6.2022) by virtue of Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(8)(b), 208(1); S.I. 2022/520, reg. 5(i)F34Words in s. 14(5) substituted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(9)(a), 208(1); S.I. 2022/520, reg. 5(i)F35Word in s. 14(5) omitted (28.6.2022) by virtue of Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(9)(b), 208(1); S.I. 2022/520, reg. 5(i)F36S. 14(5A) inserted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(10), 208(1); S.I. 2022/520, reg. 5(i)F37S. 14(7) repealed (1.1.2006) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 111, 174(2), 178(8), Sch. 7 para. 26(8), Sch 17 Pt. 2; S.I. 2005/3495, art. 2(m)(u)(xxvi)F38S. 14(8)-(10A) substituted for s. 14(8)-(10) (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 75(11), 208(1) (with s. 75(12)); S.I. 2022/520, reg. 5(i)F39S. 14(11)-(14) inserted (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 74(6), 208(1); S.I. 2022/520, reg. 5(i)Modifications etc. (not altering text)C2S. 14 excluded (E.W.) (1.8.2005) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 132(6), 178(8); S.I. 2005/1521, art. 4(1)[F4014ZAImposing conditions on one-person protestsE+W(1)Subsection (2) applies if the senior police officer, having regard to the time or place at which and the circumstances in which any one-person protest in England and Wales is being carried on or is intended to be carried on, reasonably believes—","['0.078*""act"" + 0.074*""police"" + 0.069*""crime"" + 0.069*""ss"" + 0.061*""courts""']"
 (ii)that impact may be significant.,"['0.250*""ii"" + 0.250*""impact"" + 0.250*""may"" + 0.250*""significant""']"
 (2)The senior police officer may give directions imposing on the person organising or carrying on the protest such conditions as appear to the officer necessary to prevent such disruption or impact.,"['0.086*""officer"" + 0.057*""impact"" + 0.057*""necessary"" + 0.057*""protest"" + 0.057*""give""']"
" (3)Where the one-person protest is moving, or is intended to move, from place to place—","['0.200*""place"" + 0.200*""intended"" + 0.200*""moving"" + 0.200*""protest"" + 0.200*""move""']"
" (4)In this section “one-person protest” means a protest which, at any one time, is carried on by one person in a public place.","['0.150*""protest"" + 0.150*""one"" + 0.100*""time"" + 0.100*""public"" + 0.100*""carried""']"
 (5)In this section “the senior police officer” means—,"['0.250*""officer"" + 0.250*""section"" + 0.250*""police"" + 0.250*""senior""']"
" (6)For the purposes of subsection (1)(a), the cases in which the noise generated by a person taking part in a one-person protest may result in serious disruption to the activities of an organisation which are carried on in the vicinity of the protest include, in particular, where it may result in persons connected with the organisation not being reasonably able, for a prolonged period of time, to carry on in that vicinity the activities or any one of them.","['0.048*""activities"" + 0.048*""protest"" + 0.048*""result"" + 0.048*""may"" + 0.048*""organisation""']"
" (7)For the purposes of subsection (1)(b)(i), the noise generated by a person carrying on a one-person protest may have a relevant impact on persons in the vicinity of the protest if—","['0.111*""protest"" + 0.074*""person"" + 0.074*""purposes"" + 0.074*""persons"" + 0.074*""relevant""']"
" (8)In considering for the purposes of subsection (1)(b)(ii) whether the noise generated by a person carrying on a one-person protest may have a significant impact on persons in the vicinity of the protest, the senior police officer must have regard to—","['0.070*""protest"" + 0.047*""must"" + 0.047*""whether"" + 0.047*""carrying"" + 0.047*""impact""']"
 (9)A direction given by a chief officer of police by virtue of subsection (5)(b) must be given in writing.,"['0.143*""given"" + 0.095*""police"" + 0.095*""must"" + 0.095*""subsection"" + 0.095*""writing""']"
 (10)A person (“P”) is guilty of an offence if—,"['0.250*""offence"" + 0.250*""p"" + 0.250*""person"" + 0.250*""guilty""']"
 (11)It is a defence for a person charged with an offence under subsection (10) to prove that the failure arose from circumstances beyond the person’s control.,"['0.130*""person"" + 0.087*""beyond"" + 0.087*""charged"" + 0.087*""defence"" + 0.087*""failure""']"
 (12)A person who incites another to commit an offence under subsection (10) is guilty of an offence.,"['0.200*""offence"" + 0.133*""guilty"" + 0.133*""incites"" + 0.133*""another"" + 0.133*""subsection""']"
 (13)A person guilty of an offence under subsection (10) is liable on summary conviction to a fine not exceeding level 4 on the standard scale.,"['0.083*""summary"" + 0.083*""level"" + 0.083*""guilty"" + 0.083*""fine"" + 0.083*""subsection""']"
 (14)A person guilty of an offence under subsection (12) is liable on summary conviction to imprisonment for a term not exceeding 51 weeks or a fine not exceeding level 4 on the standard scale or both.,"['0.097*""exceeding"" + 0.065*""offence"" + 0.065*""term"" + 0.065*""summary"" + 0.065*""level""']"
" (15)In relation to an offence committed before the coming into force of section 281(5) of the Criminal Justice Act 2003 (alteration of penalties for certain summary offences: England and Wales), the reference in subsection (14) to 51 weeks is to be read as a reference to 6 months.","['0.070*""reference"" + 0.047*""england"" + 0.047*""offence"" + 0.047*""alteration"" + 0.047*""force""']"
 (16)The Secretary of State may by regulations amend subsection (6) for the purposes of making provision about the meaning for the purposes of this section of serious disruption to the activities of an organisation which are carried on in the vicinity of a one-person protest.,"['0.081*""purposes"" + 0.054*""may"" + 0.054*""secretary"" + 0.054*""carried"" + 0.054*""disruption""']"
" (17)Regulations under subsection (16) may, in particular, amend that subsection for the purposes of—","['0.231*""subsection"" + 0.154*""may"" + 0.154*""regulations"" + 0.154*""particular"" + 0.154*""amend""']"
 (18)Regulations under subsection (16)—,"['0.500*""regulations"" + 0.500*""subsection""']"
 (19)A statutory instrument containing regulations under subsection (16) may not be made unless a draft of the instrument has been laid before and approved by a resolution of each House of Parliament.],"['0.103*""instrument"" + 0.069*""parliament"" + 0.069*""regulations"" + 0.069*""resolution"" + 0.069*""made""']"
" Textual AmendmentsF40S. 14ZA inserted (E.W.) (28.6.2022) by Police, Crime, Sentencing and Courts Act 2022 (c. 32), ss. 79(1), 208(1); S.I. 2022/520, reg. 5(j)[F4114A Prohibiting trespassory assemblies.E+W+S(1)If at any time the chief officer of police reasonably believes that an assembly is intended to be held in any district at a place on land to which the public has no right of access or only a limited right of access and that the assembly—","['0.053*""right"" + 0.053*""access"" + 0.053*""police"" + 0.035*""believes"" + 0.035*""j""']"
" (ii)where the land, or a building or monument on it, is of historical, architectural, archaeological or scientific importance, in significant damage to the land, building or monument,","['0.120*""land"" + 0.120*""monument"" + 0.120*""building"" + 0.080*""architectural"" + 0.080*""importance""']"
" he may apply to the council of the district for an order prohibiting for a specified period the holding of all trespassory assemblies in the district or a part of it, as specified.","['0.115*""specified"" + 0.115*""district"" + 0.077*""prohibiting"" + 0.077*""apply"" + 0.077*""assemblies""']"
" (2)On receiving such an application, a council may—","['0.333*""receiving"" + 0.333*""application"" + 0.333*""council""']"
 (3)Subsection (1) does not apply in the City of London or the metropolitan police district.,"['0.143*""london"" + 0.143*""metropolitan"" + 0.143*""police"" + 0.143*""apply"" + 0.143*""district""']"
 (4)If at any time the Commissioner of Police for the City of London or the Commissioner of Police of the Metropolis reasonably believes that an assembly is intended to be held at a place on land to which the public has no right of access or only a limited right of access in his police area and that the assembly—,"['0.098*""police"" + 0.073*""access"" + 0.073*""right"" + 0.073*""commissioner"" + 0.049*""limited""']"
" (ii)where the land, or a building or monument on it, is of historical, architectural, archaeological or scientific importance, in significant damage to the land, building or monument,","['0.120*""building"" + 0.120*""monument"" + 0.120*""land"" + 0.080*""significant"" + 0.080*""importance""']"
" he may with the consent of the Secretary of State make an order prohibiting for a specified period the holding of all trespassory assemblies in the area or a part of it, as specified.","['0.103*""specified"" + 0.069*""prohibiting"" + 0.069*""make"" + 0.069*""consent"" + 0.069*""area""']"
 (5)An order prohibiting the holding of trespassory assemblies operates to prohibit any assembly which—,"['0.125*""operates"" + 0.125*""prohibit"" + 0.125*""prohibiting"" + 0.125*""assembly"" + 0.125*""order""']"
 (6)No order under this section shall prohibit the holding of assemblies for a period exceeding 4 days or in an area exceeding an area represented by a circle with a radius of 5 miles from a specified centre.,"['0.088*""area"" + 0.088*""exceeding"" + 0.059*""holding"" + 0.059*""miles"" + 0.059*""specified""']"
" (7)An order made under this section may be revoked or varied by a subsequent order made in the same way, that is, in accordance with subsection (1) and (2) or subsection (4), as the case may be.","['0.115*""order"" + 0.115*""made"" + 0.115*""subsection"" + 0.115*""may"" + 0.077*""subsequent""']"
" (8)Any order under this section shall, if not made in writing, be recorded in writing as soon as practicable after being made.","['0.167*""writing"" + 0.167*""made"" + 0.111*""order"" + 0.111*""shall"" + 0.111*""soon""']"
 (9)In this section and sections 14B and 14C—,"['0.500*""section"" + 0.500*""sections""']"
 “assembly” means an assembly of 20 or more persons;,"['0.429*""assembly"" + 0.286*""means"" + 0.286*""persons""']"
 “land” means land in the open air;,"['0.333*""land"" + 0.222*""means"" + 0.222*""open"" + 0.222*""air""']"
" “limited”, in relation to a right of access by the public to land, means that their use of it is restricted to use for a particular purpose (as in the case of a highway or road) or is subject to other restrictions;","['0.091*""use"" + 0.061*""restrictions"" + 0.061*""case"" + 0.061*""means"" + 0.061*""right""']"
 “occupier” means—,"['1.000*""occupier""']"
 and in subsections (1) and (4) includes the person reasonably believed by the authority applying for or making the order to be the occupier;,"['0.100*""includes"" + 0.100*""occupier"" + 0.100*""making"" + 0.100*""subsections"" + 0.100*""reasonably""']"
 “public” includes a section of the public; and,"['0.429*""public"" + 0.286*""includes"" + 0.286*""section""']"
 “specified” means specified in an order under this section.,"['0.333*""specified"" + 0.222*""section"" + 0.222*""order"" + 0.222*""means""']"
" [F42(9A)In relation to Scotland, the references in this section to the public’s rights (or limited right) of access do not include any right which the public or any member of the public may have by way of access rights within the meaning of the Land Reform (Scotland) Act 2003 (asp 2).]","['0.091*""public"" + 0.068*""scotland"" + 0.068*""access"" + 0.068*""rights"" + 0.068*""right""']"
" (10)In relation to Scotland, the references in subsection (1) above to a district and to the council of the district shall be construed—","['0.200*""district"" + 0.133*""relation"" + 0.133*""shall"" + 0.133*""council"" + 0.133*""scotland""']"
" (11)In relation to Wales, the references in subsection (1) above to a district and to the council of the district shall be construed, as respects applications on and after 1st April 1996, as references to a county or county borough and to the council for that county or county borough.]","['0.152*""county"" + 0.091*""borough"" + 0.091*""council"" + 0.091*""references"" + 0.091*""district""']"
" Textual AmendmentsF41S. 14A inserted (3.11.1994) by 1994 c. 33 ss. 70, 172(4)F42S. 14A(9A) inserted (S.) (9.2.2005) by Land Reform (Scotland) Act 2003 (asp 2), ss. 99, 100(3), sch. 2 para. 9 (with s. 100(2)); S.S.I. 2005/17, art. 2(b)[F4314B Offences in connection with trespassory assemblies and arrest therefor.E+W+S(1)A person who organises an assembly the holding of which he knows is prohibited by an order under section 14A is guilty of an offence.","['0.054*""ss"" + 0.054*""inserted"" + 0.036*""prohibited"" + 0.036*""person"" + 0.036*""reform""']"
 (2)A person who takes part in an assembly which he knows is prohibited by an order under section 14A is guilty of an offence.,"['0.100*""assembly"" + 0.100*""part"" + 0.100*""prohibited"" + 0.100*""person"" + 0.100*""section""']"
" (3)In England and Wales, a person who incites another to commit an offence under subsection (2) is guilty of an offence.","['0.158*""offence"" + 0.105*""subsection"" + 0.105*""incites"" + 0.105*""person"" + 0.105*""wales""']"
 F44(4). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
 (5)A person guilty of an offence under subsection (1) is liable on summary conviction to imprisonment for a term not exceeding 3 months or a fine not exceeding level 4 on the standard scale or both.,"['0.097*""exceeding"" + 0.065*""conviction"" + 0.065*""standard"" + 0.065*""person"" + 0.065*""imprisonment""']"
 (6)A person guilty of an offence under subsection (2) is liable on summary conviction to a fine not exceeding level 3 on the standard scale.,"['0.083*""summary"" + 0.083*""subsection"" + 0.083*""standard"" + 0.083*""scale"" + 0.083*""liable""']"
 (7)A person guilty of an offence under subsection (3) is liable on summary conviction to imprisonment for a term not exceeding 3 months or a fine not exceeding level 4 on the standard scale or both F45. . . .,"['0.097*""exceeding"" + 0.065*""level"" + 0.065*""scale"" + 0.065*""subsection"" + 0.065*""standard""']"
 (8)Subsection (3) above is without prejudice to the application of any principle of Scots Law as respects art and part guilt to such incitement as is mentioned in that subsection.],"['0.111*""subsection"" + 0.074*""law"" + 0.074*""mentioned"" + 0.074*""guilt"" + 0.074*""scots""']"
" Textual AmendmentsF43S. 14B inserted (3.11.1994) by 1994 c. 33, ss. 70, 172(4)F44S. 14B(4) repealed (E.W.) (1.1.2006) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 111, 174(2), 178(8), Sch. 7 para. 26(9), Sch. 17 Pt. 2; S.I. 2005/3495, art. 2(m)(u)(xxvi); and (S.) (25.1.2018) by The Criminal Justice (Scotland) Act 2016 (Consequential and Supplementary Modifications) Regulations 2017 (S.S.I. 2017/452), reg. 1, sch. para. 10F45Words in s. 14B(7) omitted (E.W.) (1.10.2008) by Serious Crime Act 2007 (c. 27), ss. 63(2), 94(1), Sch. 6 para. 58(3)(d) (with Sch. 13 para. 5); S.I. 2008/2504, art. 2(a)[F4614C Stopping persons from proceeding to trespassory assemblies.E+W+S(1)If a constable in uniform reasonably believes that a person is on his way to an assembly within the area to which an order under section 14A applies which the constable reasonably believes is likely to be an assembly which is prohibited by that order, he may, subject to subsection (2) below—","['0.055*""sch"" + 0.046*""para"" + 0.037*""act"" + 0.037*""ss"" + 0.028*""crime""']"
 (2)The power conferred by subsection (1) may only be exercised within the area to which the order applies.,"['0.111*""order"" + 0.111*""conferred"" + 0.111*""within"" + 0.111*""may"" + 0.111*""area""']"
 (3)A person who fails to comply with a direction under subsection (1) which he knows has been given to him is guilty of an offence.,"['0.111*""fails"" + 0.111*""person"" + 0.111*""offence"" + 0.111*""given"" + 0.111*""comply""']"
 F47(4). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
 (5)A person guilty of an offence under subsection (3) is liable on summary conviction to a fine not exceeding level 3 on the standard scale.],"['0.083*""summary"" + 0.083*""scale"" + 0.083*""offence"" + 0.083*""person"" + 0.083*""liable""']"
" Textual AmendmentsF46S. 14C inserted (3.11.1994) by 1994 c. 33, ss. 71, 172(4)F47S. 14C(4) repealed (E.W.) (1.1.2006) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 111, 174(2), 178(8), Sch. 7 para. 26(10), Sch. 17 Pt. 2; S.I. 2005/3495, art. 2(m)(u)(xxvi); and (S.) (25.1.2018) by The Criminal Justice (Scotland) Act 2016 (Consequential and Supplementary Modifications) Regulations 2017 (S.S.I. 2017/452), reg. 1, sch. para. 1015 Delegation.E+W+S(1)The chief officer of police may delegate, to such extent and subject to such conditions as he may specify, any of his functions under sections 12 to [F4814A] to [F49an] assistant chief constable; and references in those sections to the person delegating shall be construed accordingly.","['0.044*""sch"" + 0.033*""police"" + 0.033*""sections"" + 0.033*""act"" + 0.033*""chief""']"
 [F50(2)Subsection (1) has effect—,"['1.000*""subsection""']"
" Textual AmendmentsF48Word in s. 15(1) substituted (1.3.1998) by 1994 c. 33, s. 168(2), Sch. 10 para. 60; S.I. 1998/277, art. 3F49Words in s. 15(1) substituted (1.4.1995) by 1994 c. 29, s. 44, Sch. 5 Pt. II para. 37; S.I. 1994/3262, art. 4, Sch.F50S. 15(2) substituted (3.5.2023) by Public Order Act 2023 (c. 15), ss. 15, 35(5); S.I. 2023/502, reg. 2(e)16 Interpretation.E+W+SIn this Part—","['0.129*""substituted"" + 0.097*""art"" + 0.097*""sch"" + 0.097*""para"" + 0.065*""e""']"
 “the City of London” means the City as defined for the purposes of the Acts relating to the City of London police;,"['0.211*""city"" + 0.158*""london"" + 0.105*""purposes"" + 0.105*""defined"" + 0.105*""acts""']"
 “the metropolitan police district” means that district as defined in section 76 of the M8London Government Act 1963;,"['0.176*""district"" + 0.118*""act"" + 0.118*""section"" + 0.118*""means"" + 0.118*""police""']"
 “public assembly” means an assembly of [F5120 ][F512] or more persons in a public place which is wholly or partly open to the air;,"['0.150*""public"" + 0.150*""assembly"" + 0.100*""persons"" + 0.100*""place"" + 0.100*""air""']"
 “public place” means—,"['0.500*""place"" + 0.500*""public""']"
