Text,Topics
"(g)any preparation or other product containing a substance or product specified in any of paragraphs (a) to (f), not being a preparation falling within paragraph 6 of Part 1 of Schedule 2 to that Act.","['0.100*""product"" + 0.100*""preparation"" + 0.067*""paragraphs"" + 0.067*""f"" + 0.067*""specified""']"
Possession of cannabis etc][F14Section 5(2) of the Misuse of Drugs Act 1971 so far as relating to the following—,"['0.125*""far"" + 0.125*""relating"" + 0.125*""misuse"" + 0.125*""possession"" + 0.125*""act""']"
"(a) khat (within the meaning given by Part 4 of Schedule 2 to that Act), or","['0.143*""schedule"" + 0.143*""within"" + 0.143*""act"" + 0.143*""khat"" + 0.143*""part""']"
(b) any preparation or other product containing khat.,"['0.200*""khat"" + 0.200*""containing"" + 0.200*""product"" + 0.200*""b"" + 0.200*""preparation""']"
"Possession of khat or any preparation or other product containing khat][F15Section 43(1)(b) of the Telecommunications Act 1984 (c.12)][F15Using public telecommunications system for sending message known to be false in order to cause annoyance][F16Section 5 of the Public Order Act 1986 (c.64)Behaviour likely to cause harassment, alarm or distress][F17Section 87 of the Environmental Protection Act 1990 (c. 43)Depositing and leaving litter]Section 12 of this ActConsumption of alcohol in designated public place[F18Section 127(2) of the Communications Act 2003Using public electronic communications network in order to cause annoyance, inconvenience or needless anxiety][F19Section 11 of the Fireworks Act 2003 (c. 22)Contravention of a prohibition or failure to comply with a requirement imposed by or under fireworks regulations or making false statements][F20Section 49 of the Fire and Rescue Services Act 2004 (c. 21)Knowingly giving a false alarm of fire][F21Section 149(4) of the Licensing Act 2003Buying or attempting to buy alcohol for consumption on licensed premises, etc. by child](2)The Secretary of State may by order amend an entry in the Table or add or remove an entry.","['0.049*""act"" + 0.031*""order"" + 0.031*""public"" + 0.025*""false"" + 0.025*""cause""']"
(3)An order under subsection (2) may make such amendment of any provision of this Chapter as the Secretary of State considers appropriate in consequence of any change in the Table made by the order.,"['0.097*""order"" + 0.065*""table"" + 0.065*""secretary"" + 0.065*""appropriate"" + 0.065*""amendment""']"
F22(4). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F22(5). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
"Textual AmendmentsF1S. 1(1) table: entry repealed (1.10.2004 for E. and 10.11.2004 for W.) by Fire and Rescue Services Act 2004 (c. 21), ss. 53, 54, Sch. 1 para. 97(2), Sch. 2; S.I. 2004/2304, art. 2 (subject to art. 3); S.I. 2004/2917, art. 2F2Words in s. 1(1) table inserted (1.7.2012) by The Criminal Justice and Police Act 2001 (Amendment) Order 2012 (S.I. 2012/1430), arts. 1(2), 2F3S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(2)F4S. 1(1) table: entry inserted (4.4.2005) by The Criminal Justice and Police Act 2001 (Amendment) Order 2005 (S.I. 2005/1090), art. 2(2)F5S. 1(1) table: words in entry substituted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(3)(a)F6S. 1(1) table: entry relating to s. 169C(3) of Licensing Act 1964 repealed (24.11.2005) by Licensing Act 2003 (c. 17), ss. 199, 201, Sch. 7 (with ss. 2(3), 15(2), 195); S.I. 2005/3056, art. 2(2)F7S. 1(1) table: words in entry omitted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(3)(b)F8S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(4)F9S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(4)F10S. 1(1) table: entry inserted (4.4.2005) by The Criminal Justice and Police Act 2001 (Amendment) Order 2005 (S.I. 2005/1090), art. 2(3)F11S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(5)F12S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(5)F13Words in s. 1(1) inserted (28.1.2009) by The Criminal Justice and Police Act 2001 (Amendment) Order 2009 (S.I. 2009/110), arts. 1(2), 2F14Words in s. 1(1) table inserted (24.6.2014) by The Criminal Justice and Police Act 2001 (Amendment) Order 2014 (S.I. 2014/1365), arts. 1(2), 2F15S. 1(1) table: entry repealed (25.7.2003 for specified purposes, 29.12.2003 for further specified purposes) by Communications Act 2003 (c. 21), ss. 406(1)(6), 408, 411, Sch. 19(1) (with Sch. 18); S.I. 2003/1900, arts. 1(2), 2(1), 3(1), Sch. 1 (with art. 3(2) (as amended (8.12.2003) by S.I. 2003/3142, art. 1(3))); S.I. 2003/3142, art. 3(2) (with art. 11)F16S. 1(1) table: entry inserted (22.7.2002) by The Criminal Justice and Police Act 2001 (Amendment) Order 2002 (S.I. 2002/1934), art. 2F17S. 1(1) table: entry inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 2(6)F18S. 1(1) table: entry in table inserted (25.7.2003 for specified purposes, 29.12.2003 for further specified purposes) by Communications Act 2003 (c. 21), ss. 406(1)(6), 408, 411, Sch. 17 para. 169 (with Sch. 18); S.I. 2003/1900, arts. 1(2), 2(1), 3(1), Sch. 1 (with art. 3(2) (as amended (8.12.2003) by S.I. 2003/3142, art. 1(3))); S.I. 2003/3142, art. 3(2) (with art. 11)F19S. 1(1) table: entry inserted (11.10.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(3), 2(7)F20S. 1(1) table: entry added (1.10.2004 for E. and 10.11.2004 for W.) by Fire and Rescue Services Act 2004 (c. 21), ss. 53, Sch. 1 para. 97(3); S.I. 2004/2304, art. 2 (subject to art. 3); S.I. 2004/2917, art. 2F21S. 1(1) table: entry inserted (24.11.2005) by Licensing Act 2003 (c. 17), ss. 198, 201, Sch. 6 para. 120 (with ss. 2(3), 15(2), 195); S.I. 2005/3056, art. 2(2)F22S. 1(4)(5) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 2; S.I. 2013/453, art. 4(e)Commencement InformationI1S. 1 wholly in force at 12.8.2002; s. 1 not in force at Royal Assent see s. 138; s. 1 in force for certain purposes at 1.3.2002 by S.I. 2002/344, art. 2; s. 1 in force at 12.8.2002 in so far as not already in force by S.I. 2002/2050, art. 2 Penalty notices and penaltiesE+W2 Penalty noticesE+W(1)A constable who has reason to believe that a person aged [F2318] or over has committed a penalty offence may give him a penalty notice in respect of the offence.","['0.086*""act"" + 0.065*""police"" + 0.060*""art"" + 0.057*""table"" + 0.049*""entry""']"
"[F24(1A)If the offence mentioned in subsection (1) is a relevant penalty offence, the constable may give the person a penalty notice with an education option.]","['0.115*""offence"" + 0.115*""penalty"" + 0.077*""option"" + 0.077*""may"" + 0.077*""subsection""']"
F25(2). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F26(3). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
(4)In this Chapter [F27—,"['1.000*""chapter""']"
“approved educational course” means an educational course run as part of an educational course scheme established by—,"['0.200*""course"" + 0.200*""educational"" + 0.100*""established"" + 0.100*""approved"" + 0.100*""scheme""']"
"(a)in the case of a notice given by a constable of the British Transport Police Force, the Chief Constable of that force, and","['0.150*""constable"" + 0.150*""force"" + 0.100*""police"" + 0.100*""british"" + 0.100*""case""']"
"(b)in any other case, the chief officer of police for the area in which the notice is given;","['0.125*""officer"" + 0.125*""chief"" + 0.125*""area"" + 0.125*""police"" + 0.125*""notice""']"
“educational course scheme” means a scheme established by a chief officer of police under section 2A;],"['0.158*""scheme"" + 0.105*""chief"" + 0.105*""officer"" + 0.105*""means"" + 0.105*""educational""']"
"“penalty notice” means a notice offering the opportunity, by paying a penalty in accordance with this Chapter, to discharge any liability to be convicted of the offence to which the notice relates [F28;","['0.138*""notice"" + 0.103*""penalty"" + 0.069*""chapter"" + 0.069*""discharge"" + 0.069*""offence""']"
“penalty notice with an education option” means a penalty notice that also offers the opportunity to discharge any liability to be convicted of the offence to which the notice relates by—,"['0.138*""notice"" + 0.103*""penalty"" + 0.069*""relates"" + 0.069*""means"" + 0.069*""liability""']"
"(a)completing an approved educational course, and","['0.250*""approved"" + 0.250*""completing"" + 0.250*""educational"" + 0.250*""course""']"
(b)paying the course fee;],"['0.250*""b"" + 0.250*""paying"" + 0.250*""course"" + 0.250*""fee""']"
"[F29(4A)In this section, “relevant penalty offence” means a penalty offence in relation to which there is an approved educational course.","['0.150*""penalty"" + 0.150*""offence"" + 0.100*""approved"" + 0.100*""relation"" + 0.100*""educational""']"
(4B)The Secretary of State may by regulations make provision about the revocation of penalty notices.],"['0.111*""provision"" + 0.111*""notices"" + 0.111*""revocation"" + 0.111*""secretary"" + 0.111*""make""']"
F30(5). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F31(6). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F31(7). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F31(8). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F31(9). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
"Textual AmendmentsF23Word in s. 2(1) substituted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(2); S.I. 2013/453, art. 4(e)F24S. 2(1A) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(3); S.I. 2013/453, art. 4(e)F25S. 2(2) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(4); S.I. 2013/453, art. 4(e)F26S. 2(3) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(5); S.I. 2013/453, art. 4(e)F27Words in s. 2(4) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(6)(a); S.I. 2013/453, art. 4(e)F28Words in s. 2(4) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(6)(b); S.I. 2013/453, art. 4(e)F29S. 2(4A)(4B) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(7); S.I. 2013/453, art. 4(e)F30S. 2(5) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(8); S.I. 2013/453, art. 4(e)F31S. 2(6)-(9) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 3(9); S.I. 2013/453, art. 4(e)[F322AEducational course schemesE+W(1)A chief officer of police may establish an educational course scheme under this section in relation to one or more kinds of penalty offence committed in the chief officer's area.","['0.064*""sentencing"" + 0.064*""legal"" + 0.064*""act"" + 0.064*""art"" + 0.064*""e""']"
(2)An educational course scheme must include arrangements—,"['0.200*""must"" + 0.200*""educational"" + 0.200*""include"" + 0.200*""course"" + 0.200*""scheme""']"
"(a)for educational courses relating to the penalty offences to which the scheme relates to be provided to persons who are given penalty notices with an education option, and","['0.111*""penalty"" + 0.074*""notices"" + 0.074*""relating"" + 0.074*""given"" + 0.074*""persons""']"
(b)for a course fee set by the chief officer of police—,"['0.167*""b"" + 0.167*""course"" + 0.167*""fee"" + 0.167*""chief"" + 0.167*""officer""']"
"(i)to be paid by a person who attends an educational course, and","['0.200*""course"" + 0.200*""educational"" + 0.200*""person"" + 0.200*""attends"" + 0.200*""paid""']"
(ii)to be refunded in such circumstances (if any) as the chief officer considers appropriate.,"['0.143*""ii"" + 0.143*""officer"" + 0.143*""chief"" + 0.143*""considers"" + 0.143*""appropriate""']"
"(3)The purpose of an educational course mentioned in subsection (2) must be to reduce the likelihood of those who take the course committing the penalty offence, or penalty offences, to which the course relates.","['0.129*""course"" + 0.097*""penalty"" + 0.065*""must"" + 0.065*""purpose"" + 0.065*""relates""']"
"(4)An educational course may be provided by any person who, and have any content that, the chief officer of police considers appropriate given its purpose.","['0.077*""given"" + 0.077*""may"" + 0.077*""educational"" + 0.077*""chief"" + 0.077*""appropriate""']"
(5)The Secretary of State may by regulations—,"['0.333*""may"" + 0.333*""secretary"" + 0.333*""state""']"
(a)provide that the fee mentioned in subsection (2)(b) may not be—,"['0.167*""b"" + 0.167*""may"" + 0.167*""provide"" + 0.167*""fee"" + 0.167*""mentioned""']"
"(i)less than an amount specified in the regulations, or","['0.250*""amount"" + 0.250*""less"" + 0.250*""regulations"" + 0.250*""specified""']"
(ii)more than an amount so specified;,"['0.333*""amount"" + 0.333*""ii"" + 0.333*""specified""']"
"(b)make provision for and in connection with the disclosure, for the purpose of running an educational course scheme, of relevant personal information between—","['0.077*""course"" + 0.077*""running"" + 0.077*""information"" + 0.077*""disclosure"" + 0.077*""make""']"
"(i)a person who is involved in the provision of an educational course under the scheme,","['0.167*""provision"" + 0.167*""scheme"" + 0.167*""course"" + 0.167*""educational"" + 0.167*""person""']"
"(ii)the chief officer of police who established the scheme, and","['0.167*""officer"" + 0.167*""ii"" + 0.167*""police"" + 0.167*""chief"" + 0.167*""established""']"
(iii)any other person specified or described in the regulations;,"['0.200*""described"" + 0.200*""person"" + 0.200*""regulations"" + 0.200*""iii"" + 0.200*""specified""']"
(c)make provision about the use of relevant personal information for that purpose;,"['0.125*""provision"" + 0.125*""use"" + 0.125*""make"" + 0.125*""relevant"" + 0.125*""c""']"
(d)place restrictions on the disclosure or use of relevant personal information.,"['0.143*""relevant"" + 0.143*""place"" + 0.143*""restrictions"" + 0.143*""use"" + 0.143*""information""']"
"(6)In subsection (5) “relevant personal information” means any information that relates to, and identifies, a person who has been given a penalty notice with an education option.","['0.111*""information"" + 0.074*""personal"" + 0.074*""penalty"" + 0.074*""education"" + 0.074*""given""']"
"(7)In this section's application in relation to the Chief Constable of the British Transport Police Force, subsection (1) has effect as if the reference to one or more kinds of penalty offence committed in a chief officer of police's area were a reference to one or more kinds of penalty offence—","['0.068*""penalty"" + 0.068*""reference"" + 0.068*""kinds"" + 0.068*""police"" + 0.068*""chief""']"
"(a)committed at, or in relation to, any of the places mentioned in section 31(1)(a) to (f) of the Railways and Transport Safety Act 2003 (places where a constable of the British Transport Police Force has the powers of a constable), or","['0.091*""transport"" + 0.091*""places"" + 0.091*""constable"" + 0.061*""f"" + 0.061*""police""']"
(b)otherwise relating to a railway.,"['0.250*""b"" + 0.250*""otherwise"" + 0.250*""railway"" + 0.250*""relating""']"
(8)In subsection (7) “railway” means—,"['0.500*""railway"" + 0.500*""subsection""']"
"(a)a railway within the meaning given by section 67(1) of the Transport and Works Act 1992 (interpretation), or","['0.111*""works"" + 0.111*""transport"" + 0.111*""section"" + 0.111*""given"" + 0.111*""act""']"
(b)a tramway within the meaning given by that section.],"['0.167*""tramway"" + 0.167*""meaning"" + 0.167*""given"" + 0.167*""within"" + 0.167*""b""']"
"Textual AmendmentsF32S. 2A inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 4; S.I. 2013/453, art. 4(e)3 Amount of penalty and form of penalty noticeE+W(1)The penalty payable in respect of a penalty offence is such amount as the Secretary of State may specify by order.","['0.100*""penalty"" + 0.060*""amount"" + 0.040*""state"" + 0.040*""legal"" + 0.040*""para""']"
F33(1A). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
(2)But the Secretary of State may not specify an amount which is more than a quarter of the amount of the maximum fine for which a person is liable on [F34summary] conviction of the offence [F35plus a half of the relevant surcharge].,"['0.097*""amount"" + 0.065*""maximum"" + 0.065*""secretary"" + 0.065*""state"" + 0.065*""conviction""']"
"[F36(2A)The “relevant surcharge”, in relation to a person of a given age, is the amount payable by way of surcharge under [F37section 42 of the Sentencing Code] by a person of that age who is fined the maximum amount for the offence.]","['0.094*""age"" + 0.094*""amount"" + 0.094*""person"" + 0.094*""surcharge"" + 0.063*""payable""']"
(3)A penalty notice must—,"['0.500*""penalty"" + 0.500*""notice""']"
F38(a). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
(b)state the alleged offence;,"['0.250*""alleged"" + 0.250*""state"" + 0.250*""b"" + 0.250*""offence""']"
(c)give such particulars of the circumstances alleged to constitute the offence as are necessary to provide reasonable information about it;,"['0.091*""alleged"" + 0.091*""circumstances"" + 0.091*""constitute"" + 0.091*""particulars"" + 0.091*""provide""']"
(d)specify the suspended enforcement period (as to which see section 5) and explain its effect;,"['0.125*""period"" + 0.125*""effect"" + 0.125*""suspended"" + 0.125*""see"" + 0.125*""explain""']"
(e)state the amount of the penalty;,"['0.250*""state"" + 0.250*""e"" + 0.250*""penalty"" + 0.250*""amount""']"
"(f)state the [F39designated officer for a local justice area] to whom, and the address at which, the penalty may be paid; and","['0.100*""justice"" + 0.100*""officer"" + 0.100*""penalty"" + 0.100*""paid"" + 0.100*""state""']"
(g)inform the person to whom it is given of his right to ask to be tried for the alleged offence and explain how that right may be exercised.,"['0.120*""right"" + 0.080*""offence"" + 0.080*""ask"" + 0.080*""exercised"" + 0.080*""person""']"
"[F40(3A)The Secretary of State may by regulations require information in addition to that mentioned in subsection (3) to be included in, or to be provided with, a penalty notice with an education option.]","['0.067*""education"" + 0.067*""included"" + 0.067*""option"" + 0.067*""addition"" + 0.067*""subsection""']"
F41(4). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F42(5). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F42(6). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
"Textual AmendmentsF33S. 3(1A) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 5(2); S.I. 2013/453, art. 4(e)F34Word in s. 3(2) inserted (1.11.2004) by The Criminal Justice and Police Act 2001 (Amendment) and Police Reform Act 2002 (Modification) Order 2004 (S.I. 2004/2540), arts. 1(4), 3F35Words in s. 3(2) inserted (1.10.2012) by Domestic Violence, Crime and Victims Act 2004 (c. 28), ss. 15(2), 60; S.I. 2012/1697, art. 2F36S. 3(2A) inserted (1.10.2012) by Domestic Violence, Crime and Victims Act 2004 (c. 28), ss. 15(3), 60; S.I. 2012/1697, art. 2F37Words in s. 3(2A) substituted (1.12.2020) by Sentencing Act 2020 (c. 17), s. 416(1), Sch. 24 para. 178 (with Sch. 27); S.I. 2020/1236, reg. 2F38S. 3(3)(a) omitted (13.1.2010) by virtue of The Legislative Reform (Revocation of Prescribed Form of Penalty Notice for Disorderly Behaviour) Order 2010 (S.I. 2010/64), arts. 1(1), 2(a)F39Words in s. 3(3)(f) substituted (1.4.2005) by Courts Act 2003 (c. 39), ss. 109(1), 110, Sch. 8 para. 397; S.I. 2005/910, art. 3F40S. 3(3A) inserted (8.4.2013) by Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 5(3); S.I. 2013/453, art. 4(e)F41S. 3(4) omitted (13.1.2010) by virtue of The Legislative Reform (Revocation of Prescribed Form of Penalty Notice for Disorderly Behaviour) Order 2010 (S.I. 2010/64), arts. 1(1), 2(b)F42S. 3(5)(6) omitted (8.4.2013) by virtue of Legal Aid, Sentencing and Punishment of Offenders Act 2012 (c. 10), s. 151(1), Sch. 23 para. 5(4); S.I. 2013/453, art. 4(e)4 Effect of penalty noticeE+W(1)This section applies if a penalty notice is given to a person (“A”) under section 2.","['0.062*""act"" + 0.044*""sch"" + 0.044*""art"" + 0.037*""para"" + 0.031*""omitted""']"
"(2) If A asks to be tried for the alleged offence, proceedings may be brought against him.","['0.143*""may"" + 0.143*""offence"" + 0.143*""brought"" + 0.143*""proceedings"" + 0.143*""tried""']"
(3)Such a request must be made by a notice given by A—,"['0.200*""given"" + 0.200*""made"" + 0.200*""must"" + 0.200*""notice"" + 0.200*""request""']"
(a)in the manner specified in the penalty notice; and,"['0.250*""notice"" + 0.250*""penalty"" + 0.250*""manner"" + 0.250*""specified""']"
(b)before the end of the period of suspended enforcement (as to which see section 5).,"['0.143*""end"" + 0.143*""section"" + 0.143*""see"" + 0.143*""suspended"" + 0.143*""enforcement""']"
(4)A request which is made in accordance with subsection (3) is referred to in this Chapter as a “request to be tried”.,"['0.200*""request"" + 0.133*""referred"" + 0.133*""accordance"" + 0.133*""tried"" + 0.133*""chapter""']"
"(5)[F43In the case of a penalty notice that is not a penalty notice with an education option, if], by the end of the suspended enforcement period—","['0.167*""penalty"" + 0.167*""notice"" + 0.111*""end"" + 0.111*""suspended"" + 0.111*""case""']"
"(a)the penalty has not been paid in accordance with this Chapter, and","['0.250*""chapter"" + 0.250*""paid"" + 0.250*""accordance"" + 0.250*""penalty""']"
"(b)A has not made a request to be tried,","['0.250*""b"" + 0.250*""made"" + 0.250*""request"" + 0.250*""tried""']"
a sum equal to one and a half times the amount of the penalty may be registered under section 8 for enforcement against A as a fine.,"['0.083*""sum"" + 0.083*""half"" + 0.083*""section"" + 0.083*""registered"" + 0.083*""one""']"
"[F44(6)In the case of a penalty notice with an education option, a sum equal to one and a half times the amount of the penalty may be registered under section 8 for enforcement against A as a fine if subsection (7) or (8) applies.","['0.081*""penalty"" + 0.054*""amount"" + 0.054*""equal"" + 0.054*""education"" + 0.054*""sum""']"
"(7)This subsection applies if, by the end of the suspended enforcement period, A does not—","['0.167*""subsection"" + 0.167*""suspended"" + 0.167*""end"" + 0.167*""enforcement"" + 0.167*""period""']"
"(a)ask to attend an approved educational course relating to the offence to which the notice relates,","['0.111*""attend"" + 0.111*""relating"" + 0.111*""course"" + 0.111*""relates"" + 0.111*""educational""']"
"(b)pay the penalty, or","['0.333*""b"" + 0.333*""penalty"" + 0.333*""pay""']"
(c)request to be tried.,"['0.333*""c"" + 0.333*""request"" + 0.333*""tried""']"
(8)This subsection applies if—,"['0.500*""subsection"" + 0.500*""applies""']"
"(a)A has asked, by the end of the suspended enforcement period, to attend an approved educational course of the kind mentioned in subsection (7)(a), and","['0.083*""kind"" + 0.083*""mentioned"" + 0.083*""approved"" + 0.083*""asked"" + 0.083*""period""']"
"(b)A does not, in accordance with regulations made under subsection (9)—","['0.200*""accordance"" + 0.200*""made"" + 0.200*""regulations"" + 0.200*""subsection"" + 0.200*""b""']"
"(i)pay the course fee,","['0.333*""course"" + 0.333*""pay"" + 0.333*""fee""']"
