Text,Topics
" (6)In this section “relevant tunnel” means a tunnel that was created for the purposes of, or in connection with, a protest (and it does not matter whether an offence has been committed under section 3 in relation to the creation of the tunnel).","['0.129*""tunnel"" + 0.097*""section"" + 0.065*""whether"" + 0.065*""relevant"" + 0.065*""committed""']"
 (7)References in this section to the creation of an excavation include—,"['0.250*""creation"" + 0.250*""excavation"" + 0.250*""references"" + 0.250*""section""']"
 (8)This section does not apply in relation to a tunnel if or to the extent that it is in or under a dwelling.,"['0.167*""dwelling"" + 0.167*""tunnel"" + 0.167*""extent"" + 0.167*""apply"" + 0.167*""relation""']"
 (9)In this section “dwelling” has the same meaning as in section 1 (offence of locking on).,"['0.273*""section"" + 0.182*""locking"" + 0.182*""meaning"" + 0.182*""offence"" + 0.182*""dwelling""']"
 5Offence of being equipped for tunnelling etc(1)A person commits an offence if they have an object with them in a place other than a dwelling with the intention that it may be used in the course of or in connection with the commission by any person of an offence under section 3(1) or 4(1) (offences relating to tunnelling).,"['0.077*""tunnelling"" + 0.077*""offence"" + 0.077*""person"" + 0.051*""commits"" + 0.051*""relating""']"
" (2)A person who commits an offence under subsection (1) is liable on summary conviction to imprisonment for a term not exceeding the maximum term for summary offences, to a fine or to both.","['0.107*""summary"" + 0.107*""term"" + 0.071*""conviction"" + 0.071*""liable"" + 0.071*""fine""']"
" (3)In subsection (2), “the maximum term for summary offences” means—","['0.200*""subsection"" + 0.200*""summary"" + 0.200*""maximum"" + 0.200*""offences"" + 0.200*""term""']"
 (4)In this section “dwelling” has the same meaning as in section 1 (offence of locking on).,"['0.273*""section"" + 0.182*""offence"" + 0.182*""dwelling"" + 0.182*""meaning"" + 0.182*""locking""']"
 Offences involving works and infrastructure6Obstruction etc of major transport works(1)A person commits an offence if the person—,"['0.158*""works"" + 0.105*""etc"" + 0.105*""involving"" + 0.105*""offences"" + 0.105*""person""']"
" (ii)in constructing or maintaining any major transport works, or","['0.167*""works"" + 0.167*""maintaining"" + 0.167*""ii"" + 0.167*""major"" + 0.167*""transport""']"
" (iii)in taking any steps that are reasonably necessary for the purposes of facilitating, or in connection with, the construction or maintenance of any major transport works, or","['0.077*""works"" + 0.077*""iii"" + 0.077*""maintenance"" + 0.077*""reasonably"" + 0.077*""transport""']"
 (ii)belongs to a person within subsection (5).,"['0.200*""person"" + 0.200*""subsection"" + 0.200*""ii"" + 0.200*""within"" + 0.200*""belongs""']"
 (2)It is a defence for a person charged with an offence under subsection (1) to prove that—,"['0.167*""charged"" + 0.167*""defence"" + 0.167*""subsection"" + 0.167*""prove"" + 0.167*""person""']"
" (3)A person who commits an offence under subsection (1) is liable on summary conviction to imprisonment for a term not exceeding the maximum term for summary offences, to a fine or to both.","['0.107*""summary"" + 0.107*""term"" + 0.071*""commits"" + 0.071*""fine"" + 0.071*""imprisonment""']"
 (4)In subsection (3) “the maximum term for summary offences” means—,"['0.200*""maximum"" + 0.200*""term"" + 0.200*""subsection"" + 0.200*""summary"" + 0.200*""offences""']"
 (5)The following persons are within this subsection—,"['0.333*""following"" + 0.333*""within"" + 0.333*""persons""']"
 (6)In this section “major transport works” means—,"['0.250*""works"" + 0.250*""transport"" + 0.250*""major"" + 0.250*""section""']"
" (ii)the construction of which is authorised directly by an Act of Parliament, or","['0.167*""act"" + 0.167*""authorised"" + 0.167*""construction"" + 0.167*""directly"" + 0.167*""parliament""']"
 (7)Development is within this subsection if—,"['0.333*""within"" + 0.333*""subsection"" + 0.333*""development""']"
 (8)In this section “undertaker”—,"['0.500*""section"" + 0.500*""undertaker""']"
 (9)In this section—,[]
 “associated development” has the same meaning as in the Planning Act 2008 (see section 115 of that Act);,"['0.200*""act"" + 0.133*""section"" + 0.133*""planning"" + 0.133*""meaning"" + 0.133*""development""']"
 “development” has the same meaning as in the Planning Act 2008 (see section 32 of that Act);,"['0.231*""act"" + 0.154*""meaning"" + 0.154*""development"" + 0.154*""planning"" + 0.154*""see""']"
 “development consent” has the same meaning as in the Planning Act 2008 (see section 31 of that Act);,"['0.200*""act"" + 0.133*""section"" + 0.133*""meaning"" + 0.133*""planning"" + 0.133*""see""']"
 “England” includes the English inshore region within the meaning of the Marine and Coastal Access Act 2009 (see section 322 of that Act);,"['0.111*""act"" + 0.074*""section"" + 0.074*""england"" + 0.074*""includes"" + 0.074*""within""']"
" “maintain” includes inspect, repair, adjust, alter, remove, reconstruct and replace, and “maintenance” is to be construed accordingly;","['0.083*""reconstruct"" + 0.083*""inspect"" + 0.083*""construed"" + 0.083*""maintenance"" + 0.083*""replace""']"
 “nationally significant infrastructure project” has the same meaning as in the Planning Act 2008 (see section 14(1) of that Act);,"['0.158*""act"" + 0.105*""nationally"" + 0.105*""planning"" + 0.105*""section"" + 0.105*""project""']"
" “statutory undertaker” means a person who is, or who is deemed to be, a statutory undertaker for the purposes of any provision of Part 11 of the Town and Country Planning Act 1990;","['0.115*""undertaker"" + 0.115*""statutory"" + 0.077*""country"" + 0.077*""means"" + 0.077*""town""']"
" “trade dispute” has the same meaning as in Part 4 of the Trade Union and Labour Relations (Consolidation) Act 1992, except that section 218 of that Act is to be read as if—","['0.115*""act"" + 0.115*""trade"" + 0.077*""consolidation"" + 0.077*""section"" + 0.077*""part""']"
 “Wales” includes the Welsh inshore region within the meaning of the Marine and Coastal Access Act 2009 (see section 322 of that Act).,"['0.111*""act"" + 0.074*""meaning"" + 0.074*""region"" + 0.074*""welsh"" + 0.074*""section""']"
" (10)In section 14 of the Planning Act 2008 (nationally significant infrastructure projects), after subsection (3) insert—","['0.125*""projects"" + 0.125*""planning"" + 0.125*""significant"" + 0.125*""subsection"" + 0.125*""nationally""']"
 “(3A)An order under subsection (3)(a) may also amend section 6(7)(a) of the Public Order Act 2023 (obstruction etc of major transport works).”,"['0.111*""order"" + 0.074*""major"" + 0.074*""also"" + 0.074*""amend"" + 0.074*""act""']"
 7Interference with use or operation of key national infrastructure(1)A person commits an offence if—,"['0.125*""offence"" + 0.125*""commits"" + 0.125*""person"" + 0.125*""operation"" + 0.125*""use""']"
 (2)It is a defence for a person charged with an offence under subsection (1) to prove that—,"['0.167*""person"" + 0.167*""prove"" + 0.167*""charged"" + 0.167*""subsection"" + 0.167*""defence""']"
 (3)A person who commits an offence under subsection (1) is liable—,"['0.250*""commits"" + 0.250*""offence"" + 0.250*""subsection"" + 0.250*""person""']"
 (4)For the purposes of subsection (1) a person’s act interferes with the use or operation of key national infrastructure if it prevents the infrastructure from being used or operated to any extent for any of its intended purposes.,"['0.094*""infrastructure"" + 0.094*""purposes"" + 0.063*""interferes"" + 0.063*""extent"" + 0.063*""prevents""']"
 (5)The cases in which infrastructure is prevented from being used or operated for any of its intended purposes include where its use or operation for any of those purposes is significantly delayed.,"['0.120*""purposes"" + 0.080*""intended"" + 0.080*""delayed"" + 0.080*""used"" + 0.080*""prevented""']"
 (6)In this section “key national infrastructure” means—,"['0.250*""key"" + 0.250*""national"" + 0.250*""section"" + 0.250*""infrastructure""']"
 Section 8 makes further provision about these kinds of infrastructure.,"['0.200*""kinds"" + 0.200*""infrastructure"" + 0.200*""provision"" + 0.200*""section"" + 0.200*""makes""']"
 (7)The Secretary of State may by regulations made by statutory instrument—,"['0.167*""regulations"" + 0.167*""made"" + 0.167*""may"" + 0.167*""statutory"" + 0.167*""state""']"
 (8)Regulations under subsection (7)—,"['0.500*""regulations"" + 0.500*""subsection""']"
 (9)A statutory instrument containing regulations under subsection (7) may not be made unless a draft of the instrument has been laid before and approved by a resolution of each House of Parliament.,"['0.103*""instrument"" + 0.069*""made"" + 0.069*""regulations"" + 0.069*""resolution"" + 0.069*""unless""']"
 (10)In this section—,[]
 “England” includes the English inshore region within the meaning of the Marine and Coastal Access Act 2009 (see section 322 of that Act);,"['0.111*""act"" + 0.074*""meaning"" + 0.074*""section"" + 0.074*""see"" + 0.074*""english""']"
" “trade dispute” has the same meaning as in Part 4 of the Trade Union and Labour Relations (Consolidation) Act 1992, except that section 218 of that Act is to be read as if—","['0.115*""act"" + 0.115*""trade"" + 0.077*""consolidation"" + 0.077*""except"" + 0.077*""section""']"
 “Wales” includes the Welsh inshore region within the meaning of the Marine and Coastal Access Act 2009 (see section 322 of that Act).,"['0.111*""act"" + 0.074*""region"" + 0.074*""marine"" + 0.074*""see"" + 0.074*""welsh""']"
 8Key national infrastructure(1)This section has effect for the purposes of section 7.,"['0.273*""section"" + 0.182*""purposes"" + 0.182*""effect"" + 0.182*""infrastructure"" + 0.182*""national""']"
 (2)“Road transport infrastructure” means—,"['0.333*""infrastructure"" + 0.333*""road"" + 0.333*""transport""']"
 (3)“Rail infrastructure” means infrastructure used for the purposes of railway services within the meaning of Part 1 of the Railways Act 1993 (see section 82 of that Act).,"['0.100*""act"" + 0.100*""infrastructure"" + 0.067*""meaning"" + 0.067*""means"" + 0.067*""see""']"
 (4)In the application of section 82 of the Railways Act 1993 for the purposes of subsection (3) “railway” has the wider meaning given in section 81(2) of that Act.,"['0.136*""act"" + 0.136*""section"" + 0.091*""railway"" + 0.091*""meaning"" + 0.091*""application""']"
 (5)“Air transport infrastructure” means—,"['0.333*""air"" + 0.333*""infrastructure"" + 0.333*""transport""']"
 (ii)is used for the provision of air traffic services within the meaning of Part 1 of the Transport Act 2000 (see section 98 of that Act).,"['0.111*""act"" + 0.074*""meaning"" + 0.074*""ii"" + 0.074*""services"" + 0.074*""transport""']"
 (6)“Harbour infrastructure” means a harbour within the meaning of the Harbours Act 1964 (see section 57(1) of that Act) which provides facilities for or in connection with—,"['0.115*""harbour"" + 0.115*""act"" + 0.077*""see"" + 0.077*""provides"" + 0.077*""harbours""']"
 (7)“Downstream oil infrastructure” means infrastructure used for or in connection with any of the following activities—,"['0.200*""infrastructure"" + 0.133*""connection"" + 0.133*""means"" + 0.133*""downstream"" + 0.133*""oil""']"
 (8)“Downstream gas infrastructure” means infrastructure used for or in connection with any of the following activities—,"['0.200*""infrastructure"" + 0.133*""used"" + 0.133*""means"" + 0.133*""connection"" + 0.133*""following""']"
 (9)In subsection (8)—,"['1.000*""subsection""']"
 “gas” has the same meaning as in section 12 of the Gas Act 1995;,"['0.333*""gas"" + 0.222*""section"" + 0.222*""act"" + 0.222*""meaning""']"
 “pipe-line” has the same meaning as in the Pipe-lines Act 1962 (see section 65 of that Act).,"['0.333*""act"" + 0.222*""meaning"" + 0.222*""see"" + 0.222*""section""']"
 (10)“Onshore oil and gas exploration and production infrastructure” means onshore infrastructure used for or in connection with—,"['0.150*""infrastructure"" + 0.150*""onshore"" + 0.100*""oil"" + 0.100*""exploration"" + 0.100*""means""']"
 (11)In subsection (10)—,"['1.000*""subsection""']"
 “onshore infrastructure” means infrastructure situated on land (excluding land covered by the sea or any tidal waters);,"['0.136*""infrastructure"" + 0.136*""land"" + 0.091*""means"" + 0.091*""sea"" + 0.091*""situated""']"
 “petroleum” has the same meaning as in Part 1 of the Petroleum Act 1998 (see section 1 of that Act).,"['0.214*""petroleum"" + 0.214*""act"" + 0.143*""meaning"" + 0.143*""see"" + 0.143*""section""']"
 (12)“Onshore electricity generation infrastructure” means onshore infrastructure—,"['0.273*""onshore"" + 0.182*""means"" + 0.182*""generation"" + 0.182*""infrastructure"" + 0.182*""electricity""']"
 (13)In subsection (12)—,"['1.000*""subsection""']"
 “onshore infrastructure” means infrastructure situated on land (excluding land covered by the sea or any tidal waters);,"['0.136*""land"" + 0.136*""infrastructure"" + 0.091*""sea"" + 0.091*""onshore"" + 0.091*""means""']"
" “supply”, in relation to electricity, has the same meaning as in Part 1 of the Electricity Act 1989 (see section 4(4) of that Act).","['0.167*""electricity"" + 0.167*""act"" + 0.111*""section"" + 0.111*""part"" + 0.111*""relation""']"
 (14)“Newspaper printing infrastructure” means infrastructure the primary purpose of which is the printing of one or more national or local newspapers.,"['0.136*""printing"" + 0.136*""infrastructure"" + 0.091*""local"" + 0.091*""one"" + 0.091*""national""']"
 (15)In subsection (14)—,"['1.000*""subsection""']"
 “local newspaper” means a newspaper which is published at least fortnightly and is in circulation in a part of England and Wales;,"['0.143*""newspaper"" + 0.095*""least"" + 0.095*""means"" + 0.095*""england"" + 0.095*""local""']"
" “national newspaper” means a newspaper which is published at least fortnightly and is in circulation in England, in Wales or in both;","['0.158*""newspaper"" + 0.105*""england"" + 0.105*""fortnightly"" + 0.105*""means"" + 0.105*""wales""']"
 “newspaper” includes a periodical or magazine.,"['0.250*""includes"" + 0.250*""magazine"" + 0.250*""newspaper"" + 0.250*""periodical""']"
" Interference with access to or provision of abortion services9Offence of interference with access to or provision of abortion services(1)It is an offence for a person who is within a safe access zone to do an act with the intent of, or reckless as to whether it has the effect of—","['0.114*""access"" + 0.086*""provision"" + 0.086*""interference"" + 0.086*""abortion"" + 0.057*""safe""']"
" where the person mentioned in paragraph (a), (b) or (c) is within the safe access zone for the abortion clinic.","['0.091*""zone"" + 0.091*""c"" + 0.091*""person"" + 0.091*""paragraph"" + 0.091*""mentioned""']"
 (2)A “safe access zone” means an area which is within a boundary which is 150 metres from any part of an abortion clinic or any access point to any building or site that contains an abortion clinic and is—,"['0.091*""access"" + 0.091*""abortion"" + 0.091*""clinic"" + 0.061*""part"" + 0.061*""metres""']"
 (3)No offence is committed under subsection (1) by—,"['0.333*""committed"" + 0.333*""offence"" + 0.333*""subsection""']"
 (4)A person guilty of an offence under subsection (1) is liable on summary conviction to a fine.,"['0.125*""person"" + 0.125*""liable"" + 0.125*""summary"" + 0.125*""fine"" + 0.125*""guilty""']"
 (5)Nothing in this section applies to—,"['0.333*""applies"" + 0.333*""section"" + 0.333*""nothing""']"
 (6)In this section—,[]
 “abortion clinic” means—,"['0.500*""abortion"" + 0.500*""clinic""']"
 “abortion services” means any treatment for the termination of pregnancy;,"['0.167*""termination"" + 0.167*""abortion"" + 0.167*""means"" + 0.167*""pregnancy"" + 0.167*""services""']"
 “dwelling” has the same meaning as in section 1 of this Act (offence of locking on).,"['0.167*""section"" + 0.167*""dwelling"" + 0.167*""locking"" + 0.167*""meaning"" + 0.167*""offence""']"
 Powers to stop and search10Powers to stop and search on suspicionIn section 1(8) of the Police and Criminal Evidence Act 1984 (offences in relation to which stop and search power applies)—,"['0.138*""stop"" + 0.103*""search"" + 0.069*""applies"" + 0.069*""police"" + 0.069*""powers""']"
 “(f)an offence under section 137 of the Highways Act 1980 (wilful obstruction) involving activity which causes or is capable of causing serious disruption to two or more individuals or to an organisation;,"['0.059*""f"" + 0.059*""offence"" + 0.059*""highways"" + 0.059*""section"" + 0.059*""serious""']"
 11Powers to stop and search without suspicion(1)This section applies if a police officer of or above the rank of inspector reasonably believes—,"['0.091*""police"" + 0.091*""inspector"" + 0.091*""suspicion"" + 0.091*""reasonably"" + 0.091*""section""']"
" (ii)an offence under section 78 of the Police, Crime, Sentencing and Courts Act 2022 (intentionally or recklessly causing public nuisance);","['0.077*""ii"" + 0.077*""causing"" + 0.077*""sentencing"" + 0.077*""public"" + 0.077*""crime""']"
 (iii)an offence under section 1 (offence of locking on);,"['0.333*""offence"" + 0.222*""locking"" + 0.222*""iii"" + 0.222*""section""']"
 (iv)an offence under section 3 (offence of causing serious disruption by tunnelling);,"['0.200*""offence"" + 0.133*""serious"" + 0.133*""tunnelling"" + 0.133*""section"" + 0.133*""disruption""']"
 (vi)an offence under section 6 (obstruction etc of major transport works);,"['0.125*""vi"" + 0.125*""etc"" + 0.125*""obstruction"" + 0.125*""offence"" + 0.125*""major""']"
" (vii)an offence under section 7 (interference with use or operation of key national infrastructure), or","['0.111*""operation"" + 0.111*""use"" + 0.111*""vii"" + 0.111*""national"" + 0.111*""section""']"
 (2)In this section “prohibited object” means an object which—,"['0.333*""object"" + 0.222*""prohibited"" + 0.222*""means"" + 0.222*""section""']"
 and for the purposes of this section a person carries a prohibited object if they have it in their possession.,"['0.143*""object"" + 0.143*""purposes"" + 0.143*""possession"" + 0.143*""carries"" + 0.143*""prohibited""']"
" (3)If the further condition in subsection (4) is met, the police officer may give an authorisation that the powers conferred by this section are to be exercisable—","['0.091*""section"" + 0.091*""condition"" + 0.091*""authorisation"" + 0.091*""officer"" + 0.091*""give""']"
 (4)The further condition is that the police officer reasonably believes that—,"['0.200*""condition"" + 0.200*""officer"" + 0.200*""believes"" + 0.200*""police"" + 0.200*""reasonably""']"
" (5)If it appears to a police officer of or above the rank of superintendent that it is necessary to do so to prevent the commission of offences within subsection (1)(a) or the carrying of prohibited objects, the officer may direct that the authorisation is to continue in force for a further period not exceeding 24 hours.","['0.067*""officer"" + 0.044*""prohibited"" + 0.044*""continue"" + 0.044*""hours"" + 0.044*""police""']"
 (6)This section confers on any constable in uniform power—,"['0.250*""section"" + 0.250*""constable"" + 0.250*""uniform"" + 0.250*""confers""']"
" (7)A constable may, in the exercise of the powers conferred by subsection (6), stop any person or vehicle and make any search the constable thinks fit whether or not the constable has any grounds for suspecting that the person or vehicle is carrying a prohibited object.","['0.095*""constable"" + 0.071*""vehicle"" + 0.071*""person"" + 0.048*""carrying"" + 0.048*""prohibited""']"
" (8)If in the course of a search under this section a constable discovers an object which the constable has reasonable grounds for suspecting to be a prohibited object, the constable may seize it.","['0.148*""constable"" + 0.111*""object"" + 0.074*""discovers"" + 0.074*""reasonable"" + 0.074*""course""']"
" (9)This section and sections 12 (further provisions about authorisations and directions under this section), 13 (further provisions about searches under this section) and 14 (offence relating to this section) apply (with the necessary modifications) to ships, aircraft and hovercraft as they apply to vehicles.","['0.143*""section"" + 0.086*""provisions"" + 0.086*""apply"" + 0.057*""necessary"" + 0.057*""hovercraft""']"
 (10)In this section and the sections mentioned in subsection (9)—,"['0.250*""mentioned"" + 0.250*""sections"" + 0.250*""subsection"" + 0.250*""section""']"
 “specified” means specified in an authorisation under this section;,"['0.333*""specified"" + 0.222*""means"" + 0.222*""section"" + 0.222*""authorisation""']"
 “vehicle” includes a caravan as defined in section 29(1) of the Caravan Sites and Control of Development Act 1960.,"['0.158*""caravan"" + 0.105*""control"" + 0.105*""section"" + 0.105*""act"" + 0.105*""defined""']"
 (11)The powers conferred by this section and the sections mentioned in subsection (9) do not affect any power conferred otherwise than by this section or those sections.,"['0.143*""conferred"" + 0.143*""sections"" + 0.143*""section"" + 0.095*""affect"" + 0.095*""power""']"
" 12Further provisions about authorisations and directions under section 11(1)If an inspector gives an authorisation under section 11, the inspector must, as soon as it is practicable to do so, cause an officer of or above the rank of superintendent to be informed.","['0.094*""section"" + 0.094*""inspector"" + 0.063*""rank"" + 0.063*""provisions"" + 0.063*""superintendent""']"
 (2)An authorisation under section 11 must—,"['0.500*""authorisation"" + 0.500*""section""']"
 (3)A direction under section 11(5) must—,"['0.500*""direction"" + 0.500*""section""']"
 (4)References (however expressed) in section 11 or this section to a police officer of or above a particular rank include references to a member of the British Transport Police Force of or above that rank.,"['0.100*""police"" + 0.100*""rank"" + 0.100*""references"" + 0.100*""section"" + 0.067*""include""']"
" (5)In the application of section 11 to a member of the British Transport Police Force by virtue of subsection (4), references to a locality within the officer’s police area are to be read as references to a place in England and Wales of a kind mentioned in section 31(1)(a) to (f) of the Railways and Transport Safety Act 2003.","['0.058*""police"" + 0.058*""section"" + 0.058*""transport"" + 0.058*""references"" + 0.038*""subsection""']"
 13Further provisions about searches under section 11(1)A person who is searched by a constable under section 11 is entitled to obtain a written statement that the person was searched under the powers conferred by that section.,"['0.143*""section"" + 0.107*""person"" + 0.107*""searched"" + 0.071*""provisions"" + 0.071*""searches""']"
 (2)Subsection (1) applies only if the person applies for the statement within the period of 12 months beginning with the day on which the person was searched.,"['0.136*""person"" + 0.136*""applies"" + 0.091*""subsection"" + 0.091*""searched"" + 0.091*""months""']"
" (3)Where a vehicle is stopped by a constable under section 11, the driver is entitled to obtain a written statement that the vehicle was stopped under the powers conferred by that section.","['0.120*""stopped"" + 0.120*""vehicle"" + 0.120*""section"" + 0.080*""statement"" + 0.080*""obtain""']"
 (4)Subsection (3) applies only if the driver applies for the statement within the period of 12 months beginning with the day on which the vehicle was stopped.,"['0.130*""applies"" + 0.087*""day"" + 0.087*""vehicle"" + 0.087*""statement"" + 0.087*""stopped""']"
 (5)Any object seized by a constable under section 11 may be retained in accordance with regulations made by the Secretary of State.,"['0.091*""secretary"" + 0.091*""object"" + 0.091*""state"" + 0.091*""retained"" + 0.091*""made""']"
" (6)The Secretary of State may make regulations regulating the retention and safe keeping, and the disposal or destruction in circumstances prescribed in the regulations, of such an object.","['0.103*""regulations"" + 0.069*""regulating"" + 0.069*""destruction"" + 0.069*""prescribed"" + 0.069*""disposal""']"
 (7)Regulations under this section are to be made by statutory instrument.,"['0.200*""instrument"" + 0.200*""regulations"" + 0.200*""statutory"" + 0.200*""made"" + 0.200*""section""']"
 (8)Regulations under this section—,"['1.000*""regulations""']"
 (9)A statutory instrument containing regulations under this section is subject to annulment in pursuance of a resolution of either House of Parliament.,"['0.083*""section"" + 0.083*""containing"" + 0.083*""parliament"" + 0.083*""regulations"" + 0.083*""annulment""']"
 14Offence relating to section 11(1)A person commits an offence if the person intentionally obstructs a constable in the exercise of the constable’s powers under section 11.,"['0.130*""constable"" + 0.130*""person"" + 0.130*""section"" + 0.087*""powers"" + 0.087*""relating""']"
" (2)A person who commits an offence under subsection (1) is liable on summary conviction to imprisonment for a term not exceeding 51 weeks, to a fine not exceeding level 3 on the standard scale or to both.","['0.097*""exceeding"" + 0.065*""level"" + 0.065*""offence"" + 0.065*""term"" + 0.065*""conviction""']"
" (3)In relation to an offence committed before the coming into force of section 281(5) of the Criminal Justice Act 2003 (alteration of penalties for certain summary offences: England and Wales), the reference in subsection (2) to 51 weeks is to be read as a reference to 1 month.","['0.070*""reference"" + 0.047*""justice"" + 0.047*""act"" + 0.047*""england"" + 0.047*""committed""']"
" Processions, assemblies and one-person protests15Processions, assemblies and one-person protests: delegation of functionsIn section 15 of the Public Order Act 1986 (processions, assemblies and one-person protests: delegation of functions), for subsection (2) substitute—","['0.148*""assemblies"" + 0.111*""delegation"" + 0.111*""processions"" + 0.111*""protests"" + 0.074*""section""']"
 “(2)Subsection (1) has effect—,"['1.000*""subsection""']"
