Text,Topics
F137General duty of police etc. to assist SOCAU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.250*""assist"" + 0.250*""etc"" + 0.250*""police"" + 0.250*""duty""']"
F1ProsecutionsU.K.F138Prosecution of offences investigated by SOCAU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.500*""offences"" + 0.500*""investigated""']"
F139Directions as to reference of cases and proceedings to appropriate prosecutorU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.250*""appropriate"" + 0.250*""reference"" + 0.250*""cases"" + 0.250*""proceedings""']"
F140Functions of Director of Revenue and Customs Prosecutions as to persons arrested for designated offenceU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.143*""persons"" + 0.143*""director"" + 0.143*""prosecutions"" + 0.143*""customs"" + 0.143*""arrested""']"
F1Miscellaneous and supplementaryU.K.F141DirectionsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F142Interpretation of Chapter 1U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""chapter""']"
F1Chapter 2U.K.SOCA: special powers of designated staffF1DesignationsU.K.F143Designation of SOCA staff as persons having powers of constable etc.U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.200*""powers"" + 0.133*""designated"" + 0.133*""constable"" + 0.133*""special"" + 0.133*""staff""']"
F144Delegation of power to designateU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""power""']"
F145Modification or withdrawal of designationsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""withdrawal""']"
F1Powers exercisableU.K.F146Person having powers of a constableU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""powers""']"
F147Person having powers of constable: Scotland and Northern IrelandU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.250*""constable"" + 0.250*""northern"" + 0.250*""powers"" + 0.250*""scotland""']"
F148Person having customs powersU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""customs""']"
F149Person having powers of an immigration officerU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.500*""immigration"" + 0.500*""powers""']"
F1Exercise of powersU.K.F150Designations: supplementaryU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
"F151Assaults, obstruction or deception in connection with designationsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.333*""deception"" + 0.333*""obstruction"" + 0.333*""connection""']"
F1SupplementaryU.K.F152Modification of enactmentsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F153Employment provisionsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F154Interpretation of Chapter 2U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""chapter""']"
F1Chapter 3U.K.SOCA: Miscellaneous and supplementaryF1Complaints and misconductE+W+N.I.F155Complaints and misconductE+W+N.I.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""miscellaneous""']"
F1Application of discrimination legislationE+WF156Application of discrimination legislation to SOCA seconded staffE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""discrimination"" + 0.222*""legislation"" + 0.222*""seconded"" + 0.222*""soca""']"
F1Joint investigation teamsU.K.F157Assaults or obstruction in connection with joint investigation teamsU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""investigation"" + 0.222*""joint"" + 0.222*""connection"" + 0.222*""obstruction""']"
F1TransfersU.K.F158Transfers to SOCAU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
F1AmendmentsE+WF159Minor and consequential amendments relating to SOCAE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""amendments"" + 0.333*""consequential"" + 0.333*""relating""']"
" Part 2 U.K.Investigations, prosecutions, proceedings and proceeds of crimeChapter 1U.K.Investigatory powers of DPP, etc.Modifications etc. (not altering text)C1Pt. 2 Ch. 1 applied (6.7.2020 at 1.00 p.m.) by The Global Human Rights Sanctions Regulations 2020 (S.I. 2020/680), regs. 1(2), 37C2Pt. 2 Ch. 1 applied (31.12.2020) by The Venezuela (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/135), regs. 1(2), 58; S.I. 2019/627, reg. 3(2); 2020 c. 1, Sch. 5 para. 1(1)C3Pt. 2 Ch. 1 applied (31.12.2020) by The ISIL (Da’esh) and Al-Qaida (United Nations Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/466), regs. 1(2), 46; S.I. 2019/627, reg. 9(2); 2020 c. 1, Sch. 5 para. 1(1)C4Pt. 2 Ch. 1 applied (31.12.2020) by The Burma (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/136), regs. 1(2), 58; S.I. 2019/627, reg. 4(2); 2020 c. 1, Sch. 5 para. 1(1)C5Pt. 2 Ch. 1 applied (31.12.2020) by The Nicaragua (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/610), regs. 1, 35; S.I. 2020/1514, reg. 8(2)C6Pt. 2 Ch. 1 applied (31.12.2020) by The South Sudan (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/438), regs. 1(2), 56; S.I. 2019/627, reg. 6(2); 2020 c. 1, Sch. 5 para. 1(1)C7Pt. 2 Ch. 1 applied (31.12.2020) by The Lebanon (Sanctions) (Assassination of Rafiq Hariri and others) (EU Exit) Regulations 2020 (S.I. 2020/617), regs. 1(2), 30; S.I. 2020/1514, reg. 11(2)C8Pt. 2 Ch. 1 applied (31.12.2020) by The Russia (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/855), regs. 1(2), 87; 2020 c. 1, Sch. 5 para. 1(1)C9Pt. 2 Ch. 1 applied (31.12.2020) by The Counter-Terrorism (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/577), regs. 1(2), 33; S.I. 2020/1416, reg. 2(2)C10Pt. 2 Ch. 1 applied (31.12.2020) by The Iraq (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/707), regs. 1(2), 57; S.I. 2020/1514, reg. 14(2)C11Pt. 2 Ch. 1 applied (31.12.2020) by The Counter-Terrorism (International Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/573), regs. 1(2), 49; S.I. 2019/627, reg. 11(2); 2020 c. 1, Sch. 5 para. 1(1)C12Pt. 2 Ch. 1 applied (31.12.2020) by The Yemen (Sanctions) (EU Exit) (No. 2) Regulations 2020 (S.I. 2020/1278), regs. 1(2), 56; S.I. 2020/1514, reg. 20(2)C13Pt. 2 Ch. 1 applied (31.12.2020) by The Chemical Weapons (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/618), regs. 1(2), 36; S.I. 2019/627, reg. 14(2); 2020 c. 1, Sch. 5 para. 1(1)C14Pt. 2 Ch. 1 applied (31.12.2020) by The Sudan (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/753), regs. 1(2), 57; S.I. 2020/1514, reg. 15(2)C15Pt. 2 Ch. 1 applied (31.12.2020) by The Republic of Belarus (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/600), regs. 1(2), 55; S.I. 2019/627, reg. 12(2); 2020 c. 1, Sch. 5 para. 1(1)C16Pt. 2 Ch. 1 applied (31.12.2020) by The Somalia (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/642), regs. 1(2), 70; S.I. 2020/1514, reg. 12(2)C17Pt. 2 Ch. 1 applied (31.12.2020) by The Democratic People's Republic of Korea (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/411), regs. 1(2), 117; S.I. 2019/627, reg. 7(2); 2020 c. 1, Sch. 5 para. 1(1)C18Pt. 2 Ch. 1 applied (31.12.2020) by The Zimbabwe (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/604), regs. 1(2), 56; S.I. 2019/627, reg. 13(2); 2020 c. 1, Sch. 5 para. 1(1)C19Pt. 2 Ch. 1 applied (31.12.2020) by The Mali (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/705), regs. 1(2), 37; S.I. 2020/1514, reg. 13(2)C20Pt. 2 Ch. 1 applied (31.12.2020) by The Unauthorised Drilling Activities in the Eastern Mediterranean (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/1474), regs. 1(2), 36; S.I. 2020/1514, reg. 24(2)C21Pt. 2 Ch. 1 applied (31.12.2020) by The Iran (Sanctions) (Nuclear) (EU Exit) Regulations 2019 (S.I. 2019/461), regs. 1(2), 63; S.I. 2019/627, reg. 8(2); 2020 c. 1, Sch. 5 para. 1(1)C22Pt. 2 Ch. 1 applied (31.12.2020) by The Republic of Guinea-Bissau (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/554), regs. 1(2), 36; S.I. 2019/627, reg. 10(2); 2020 c. 1, Sch. 5 para. 1(1)C23Pt. 2 Ch. 1 applied (31.12.2020) by The Central African Republic (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/616), regs. 1(2), 56; S.I. 2020/1514, reg. 10(2)C24Pt. 2 Ch. 1 applied (31.12.2020) by The Afghanistan (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/948), regs. 1(2), 45; S.I. 2020/1514, reg. 16(2)C25Pt. 2 Ch. 1 applied (31.12.2020) by The Iran (Sanctions) (Human Rights) (EU Exit) Regulations 2019 (S.I. 2019/134), regs. 1(2), 58; S.I. 2019/627, reg. 2(2); 2020 c. 1, Sch. 5 para. 1(1)C26Pt. 2 Ch. 1 applied (31.12.2020) by The Guinea (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/1145), regs. 1(2), 35; S.I. 2020/1514, reg. 3(2)C27Pt. 2 Ch. 1 applied (31.12.2020) by The Cyber (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/597), regs. 1(2), 35; S.I. 2020/1514, reg. 6(2)C28Pt. 2 Ch. 1 applied (31.12.2020) by The Libya (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/1665), regs. 1(3), 73C29Pt. 2 Ch. 1 applied (31.12.2020) by The Burundi (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/1142), regs. 1(2), 35; S.I. 2020/1514, reg. 2(2)C30Pt. 2 Ch. 1 applied (31.12.2020) by The Democratic Republic of the Congo (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/433), regs. 1(2), 56; S.I. 2019/627, reg. 5(2); 2020 c. 1, Sch. 5 para. 1(1)C31Pt. 2 Ch. 1 applied (31.12.2020) by The Bosnia and Herzegovina (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/608), regs. 1(2), 36; S.I. 2020/1514, reg. 7(2)C32Pt. 2 Ch. 1 applied (31.12.2020) by The Syria (Sanctions) (EU Exit) Regulations 2019 (S.I. 2019/792), regs. 1(3), 86; 2020 c. 1, Sch. 5 para. 1(1)C33Pt. 2 Ch. 1 applied (31.12.2020) by The Misappropriation (Sanctions) (EU Exit) Regulations 2020 (S.I. 2020/1468), regs. 1(2), 36; S.I. 2020/1514, reg. 23(2)C34Pt. 2 Ch. 1 applied (26.4.2021 at noon) by The Global Anti-Corruption Sanctions Regulations 2021 (S.I. 2021/488), regs. 1(2), 36C35Pt. 2 Ch. 1 applied (29.4.2021 at 5.00 p.m.) by The Myanmar (Sanctions) Regulations 2021 (S.I. 2021/496), regs. 1(3), 67C36Pt. 2 Ch. 1 applied (14.12.2021) by The Burundi (Sanctions) Regulations 2021 (S.I. 2021/1404), regs. 1(2), 36C37Pt. 2 Ch. 1 applied (28.12.2022) by The Haiti (Sanctions) Regulations 2022 (S.I. 2022/1281), regs. 1(2), 47IntroductoryE+W+S60Investigatory powers of DPP etc.E+W+S(1)This Chapter confers powers on—","['0.082*""ch"" + 0.082*""sanctions"" + 0.082*""applied"" + 0.082*""regulations"" + 0.082*""regs""']"
"(a)the Director of Public Prosecutions,","['0.333*""director"" + 0.333*""prosecutions"" + 0.333*""public""']"
F2(b). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""b""']"
"(c)the Lord Advocate, [F3and","['0.333*""advocate"" + 0.333*""c"" + 0.333*""lord""']"
"(d)the Director of Public Prosecutions for Northern Ireland,]","['0.200*""director"" + 0.200*""ireland"" + 0.200*""prosecutions"" + 0.200*""public"" + 0.200*""northern""']"
in relation to the giving of disclosure notices in connection with the investigation of offences to which this Chapter applies [F4or in connection with a terrorist investigation].,"['0.136*""investigation"" + 0.136*""connection"" + 0.091*""relation"" + 0.091*""giving"" + 0.091*""offences""']"
"(2)The Director of Public Prosecutions may, to such extent as he may determine, delegate the exercise of his powers under this Chapter to a Crown prosecutor.","['0.120*""may"" + 0.080*""prosecutor"" + 0.080*""crown"" + 0.080*""exercise"" + 0.080*""powers""']"
F5(3). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
"(4)The Lord Advocate may, to such extent as he may determine, delegate the exercise of his powers under this Chapter to a procurator fiscal.","['0.130*""may"" + 0.087*""fiscal"" + 0.087*""procurator"" + 0.087*""powers"" + 0.087*""lord""']"
"[F6(4A)The Director of Public Prosecutions for Northern Ireland may, to such extent as he may determine, delegate the exercise of his powers under this Chapter to a Public Prosecutor.]","['0.107*""public"" + 0.107*""may"" + 0.071*""prosecutions"" + 0.071*""delegate"" + 0.071*""director""']"
(5)In this Chapter “the Investigating Authority” means—,"['0.333*""chapter"" + 0.333*""investigating"" + 0.333*""authority""']"
"(a)the Director of Public Prosecutions,","['0.333*""director"" + 0.333*""public"" + 0.333*""prosecutions""']"
F7(b). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""b""']"
"(c)the Lord Advocate [F8,or","['0.333*""advocate"" + 0.333*""c"" + 0.333*""lord""']"
(d)the Director of Public Prosecutions for Northern Ireland.],"['0.200*""director"" + 0.200*""ireland"" + 0.200*""prosecutions"" + 0.200*""public"" + 0.200*""northern""']"
"(6)But, in circumstances where the powers of any of those persons are exercisable by any other person by virtue of subsection (2), F9... [F10(4) or (4A)], references to “the Investigating Authority” accordingly include any such other person.","['0.120*""person"" + 0.080*""subsection"" + 0.080*""references"" + 0.080*""powers"" + 0.080*""circumstances""']"
[F11(7)In this Chapter “terrorist investigation” means an investigation of—,"['0.333*""investigation"" + 0.222*""chapter"" + 0.222*""terrorist"" + 0.222*""means""']"
"(a)the commission, preparation or instigation of acts of terrorism,","['0.200*""commission"" + 0.200*""preparation"" + 0.200*""acts"" + 0.200*""instigation"" + 0.200*""terrorism""']"
"(b)any act or omission which appears to have been for the purposes of terrorism and which consists in or involves the commission, preparation or instigation of an offence, or","['0.083*""terrorism"" + 0.083*""offence"" + 0.083*""involves"" + 0.083*""appears"" + 0.083*""act""']"
"(c)the commission, preparation or instigation of an offence under the Terrorism Act 2000 (c. 11) or under Part 1 of the Terrorism Act 2006 other than an offence under section 1 or 2 of that Act.]","['0.182*""act"" + 0.136*""terrorism"" + 0.136*""offence"" + 0.091*""instigation"" + 0.091*""commission""']"
"Textual AmendmentsF2S. 60(1)(b) omitted (27.3.2014) by virtue of The Public Bodies (Merger of the Director of Public Prosecutions and the Director of Revenue and Customs Prosecutions) Order 2014 (S.I. 2014/834), art. 1(1), Sch. 2 para. 41(2)F3S. 60(1)(d) and preceding word inserted (1.12.2006) by Northern Ireland (Miscellaneous Provisions) Act 2006 (c. 33), s. 31(3), Sch. 3 para. 2(2); S.I. 2006/2966, art. 3F4Words in s. 60(1) inserted (13.4.2006) by Terrorism Act 2006 (c. 11), ss. 33(1), 39(2); S.I. 2006/1013, art. 2(2)(b)F5S. 60(3) omitted (27.3.2014) by virtue of The Public Bodies (Merger of the Director of Public Prosecutions and the Director of Revenue and Customs Prosecutions) Order 2014 (S.I. 2014/834), art. 1(1), Sch. 2 para. 41(3)F6S. 60(4A) inserted (1.12.2006) by Northern Ireland (Miscellaneous Provisions) Act 2006 (c. 33), s. 31(3), Sch. 3 para. 2(3); S.I. 2006/2966, art. 3F7S. 60(5)(b) omitted (27.3.2014) by virtue of The Public Bodies (Merger of the Director of Public Prosecutions and the Director of Revenue and Customs Prosecutions) Order 2014 (S.I. 2014/834), art. 1(1), Sch. 2 para. 41(4)F8S. 60(5)(d) and preceding word inserted (1.12.2006) by Northern Ireland (Miscellaneous Provisions) Act 2006 (c. 33), s. 31(3), Sch. 3 para. 2(4); S.I. 2006/2966, art. 3F9Word in s. 60(6) omitted (27.3.2014) by virtue of The Public Bodies (Merger of the Director of Public Prosecutions and the Director of Revenue and Customs Prosecutions) Order 2014 (S.I. 2014/834), art. 1(1), Sch. 2 para. 41(5)F10Words in s. 60(6) substituted (1.12.2006) by Northern Ireland (Miscellaneous Provisions) Act 2006 (c. 33), s. 31(3), Sch. 3 para. 2(5); S.I. 2006/2966, art. 3F11S. 60(7) inserted (13.4.2006) by Terrorism Act 2006 (c. 11), ss. 33(2), 39(2); S.I. 2006/1013, art. 2(2)(b)Modifications etc. (not altering text)C38Ss. 60-67 extended (Northern Ireland) (1.12.2006) by Northern Ireland (Miscellaneous Provisions) Act 2006 (c. 33), ss. 26(1), 31(3); S.I. 2006/2966, art. 3Commencement InformationI1S. 60 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(a)I2S. 60 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)61Offences to which this Chapter appliesE+W+S(1)This Chapter applies to the following offences—","['0.077*""art"" + 0.049*""para"" + 0.049*""prosecutions"" + 0.049*""public"" + 0.049*""director""']"
(a)any offence listed in Schedule 2 to the Proceeds of Crime Act 2002 (c. 29) (lifestyle offences: England and Wales);,"['0.100*""listed"" + 0.100*""offences"" + 0.100*""england"" + 0.100*""offence"" + 0.100*""proceeds""']"
(b)any offence listed in Schedule 4 to that Act (lifestyle offences: Scotland);,"['0.125*""offences"" + 0.125*""listed"" + 0.125*""schedule"" + 0.125*""scotland"" + 0.125*""lifestyle""']"
[F12(ba)any offence listed in Schedule 5 to that Act (lifestyle offences: Northern Ireland);],"['0.111*""northern"" + 0.111*""schedule"" + 0.111*""act"" + 0.111*""lifestyle"" + 0.111*""offences""']"
"(c)any offence under sections 15 to 18 of the Terrorism Act 2000 (c. 11) (offences relating to fund-raising, money laundering etc.);","['0.100*""terrorism"" + 0.100*""act"" + 0.100*""c"" + 0.100*""relating"" + 0.100*""money""']"
(d)any offence under section 170 of the Customs and Excise Management Act 1979 (c. 2) (fraudulent evasion of duty) or section 72 of the Value Added Tax Act 1994 (c. 23) (offences relating to VAT) which is a qualifying offence;,"['0.086*""section"" + 0.086*""act"" + 0.086*""offence"" + 0.057*""fraudulent"" + 0.057*""customs""']"
"(e)any offence under section 17 of the Theft Act 1968 (c. 60) [F13or section 17 of the Theft Act (Northern Ireland) 1969] (false accounting), or any offence at common law of cheating in relation to the public revenue, which is a qualifying offence;","['0.108*""offence"" + 0.081*""theft"" + 0.081*""act"" + 0.081*""section"" + 0.054*""revenue""']"
"(f)any offence under section 1 of the Criminal Attempts Act 1981 (c. 47) [F14or Article 3 of the Criminal Attempts and Conspiracy (Northern Ireland) Order 1983], or in Scotland at common law, of attempting to commit any offence in paragraph (c) or any offence in paragraph (d) or (e) which is a qualifying offence;","['0.109*""offence"" + 0.065*""paragraph"" + 0.065*""criminal"" + 0.065*""attempts"" + 0.043*""act""']"
"(g)any offence under section 1 of the Criminal Law Act 1977 (c. 45) [F15or Article 9 of the Criminal Attempts and Conspiracy (Northern Ireland) Order 1983], or in Scotland at common law, of conspiracy to commit any offence in paragraph (c) or any offence in paragraph (d) or (e) which is a qualifying offence;","['0.111*""offence"" + 0.067*""conspiracy"" + 0.067*""law"" + 0.067*""criminal"" + 0.067*""paragraph""']"
